aa;	214427;18
however;	2289;8
however;	710065;8
however;	203434;8
however;	7003;6
however;	7611264;6
however;	10996774;6
however;	7801357;4
however;	1905157;4
however;	11025703;4
however;	2300502;2
however;	850236;2
however;	214427;2
howitzer;	11025703;12
howitzer;	710065;2
hp;	13879359;2
hugely;	13286072;2
hugh;	13879359;2
hughes;	3558046;2
hughes;	2289;2
hulls;	710065;4
humans;	82432;8
humans;	10996774;4
humvee;	214427;2
hundred;	850236;2
hundred;	214427;2
hung;	7801357;4
hungary;	214427;4
huns;	1905157;2
husbands;	203434;2
husbands;	1905157;2
hyde;	13286072;2
hyde;	2300502;2
hydro;	7611264;2
hydrogen;	10996774;2
hyg;	82432;2
hygienic;	82432;2
hyperaldosteronism;	10996774;4
hyperpolarized;	10996774;2
hypoaldosteronism;	10996774;2
hypothesis;	7003;2
hypothesized;	82432;2
ian;	13286072;10
ian;	2300502;4
ibrahim;	203434;4
icks;	13879359;2
idealise;	1905157;2
idealised;	1905157;2
idealism;	1905157;2
identically;	7003;2
identification;	1905157;2
identification;	7611264;2
identification;	82432;2
identifies;	3558046;2
identify;	1905157;4
identify;	82432;2
idol;	13286072;2
ie;	7003;2
ie;	203434;2
ie;	11025703;2
iet;	7611264;4
ifc;	7801357;2
ifk;	2289;2
ifvs;	710065;4
ignota;	1905157;2
ii;	710065;16
ii;	214427;8
ii;	13879359;8
ii;	10996774;4
ii;	2289;4
ii;	11025703;4
ii;	2300502;2
iiis;	11025703;4
ik;	2289;2
illness;	1905157;2
illness;	82432;2
illu;	10996774;2
illuminated;	850236;2
illustrates;	1905157;2
images;	13286072;2
imagination;	1905157;2
imamia;	203434;4
imbalance;	850236;2
imitating;	1905157;2
immediately;	850236;2
immediately;	1905157;2
immense;	1905157;2
immigration;	82432;2
immun;	82432;2
immunohistochemistry;	10996774;2
immunosuppression;	82432;4
immunosuppressive;	82432;2
immunotherapy;	82432;2
impact;	82432;4
impact;	13286072;2
impact;	1905157;2
impair;	7801357;2
impairment;	10996774;2
impairment;	82432;2
imparted;	82432;2
impediment;	82432;2
implementation;	7611264;8
implementation;	82432;2
implemented;	7611264;2
implications;	7611264;2
implied;	13879359;2
importance;	7003;2
importance;	1905157;2
importance;	82432;2
importance;	7611264;2
important;	1905157;10
important;	13286072;4
important;	7611264;4
important;	82432;4
important;	10996774;2
important;	13879359;2
important;	11025703;2
impregnated;	203434;2
impressed;	1905157;2
imprisoned;	1905157;4
improper;	7003;2
improved;	710065;2
improved;	82432;2
improved;	11025703;2
improvement;	3558046;2
improvised;	13879359;6
improvised;	710065;2
improvised;	11025703;2
inc;	9536040;6
inc;	7801357;4
incapacitated;	82432;2
inch;	214427;4
incidence;	82432;2
incident;	850236;2
include;	82432;12
include;	214427;10
include;	1905157;8
include;	7611264;8
include;	10996774;2
include;	710065;2
included;	1905157;8
included;	13286072;6
included;	2300502;4
included;	7801357;2
included;	2289;2
inclusion;	13286072;2
incorporated;	2300502;8
incorporated;	203434;2
incorrectly;	850236;2
increase;	7801357;6
increase;	10996774;2
increase;	850236;2
increase;	82432;2
increased;	10996774;6
increased;	710065;6
increased;	1905157;6
increased;	82432;4
increased;	7003;2
increased;	850236;2
increasingly;	7003;2
increasingly;	13879359;2
increasingly;	710065;2
increasingly;	1905157;2
increasingly;	11025703;2
incremental;	82432;2
independence;	7003;2
independence;	2289;2
independence;	7611264;2
independent;	7003;8
independent;	82432;6
independent;	203434;4
independent;	13879359;2
independent;	7611264;2
independent;	11025703;2
indicates;	7801357;2
indicating;	850236;2
indirect;	82432;4
individuals;	82432;16
inducted;	1905157;2
indulged;	1905157;2
industry;	13286072;8
industry;	9536040;2
ineffective;	710065;2
inefficient;	7003;2
infant;	82432;2
infected;	82432;24
infections;	82432;4
infections;	10996774;2
inferior;	10996774;14
inferior;	203434;8
infinite;	7003;6
infinitesimal;	7003;2
infinity;	7003;6
informal;	203434;2
information;	13286072;6
information;	7801357;4
information;	710065;2
information;	3558046;2
information;	82432;2
informative;	1905157;2
informs;	1905157;2
ingest;	82432;2
ingestion;	82432;2
inheritance;	203434;4
inherited;	203434;2
inhibitor;	82432;2
inhibits;	850236;2
initial;	82432;4
initial;	7003;2
initiative;	82432;2
injected;	82432;2
inner;	10996774;4
innervated;	10996774;2
innocence;	3558046;2
innovations;	1905157;2
input;	7611264;12
input;	10996774;2
inscription;	1905157;2
insect;	82432;10
inside;	850236;12
inside;	7801357;4
inside;	82432;4
inspecting;	203434;4
inspiration;	1905157;8
inspiration;	3558046;2
inspired;	13286072;8
inspired;	214427;2
inspired;	1905157;2
inst;	82432;10
instabilities;	7611264;2
installation;	710065;2
installation;	1905157;2
installation;	3558046;2
installed;	7801357;2
instead;	710065;4
instead;	1905157;4
instead;	13879359;2
instead;	2289;2
instead;	11025703;2
institutes;	82432;2
institution;	203434;4
instruction;	1905157;2
instrumental;	2300502;4
instrumental;	1905157;4
insulation;	850236;2
insurgents;	13879359;2
integer;	7003;2
integral;	7003;12
integral;	710065;2
integrand;	7003;2
intense;	1905157;4
intense;	850236;2
interact;	7003;2
intercalated;	10996774;2
interesting;	13879359;2
interesting;	1905157;2
interleukin;	82432;2
intermittently;	82432;2
international;	82432;10
international;	7801357;8
international;	13286072;6
international;	2289;4
international;	9536040;2
international;	7611264;2
internship;	82432;2
interpersonal;	203434;2
interpretation;	203434;2
interpreted;	1905157;4
interracial;	203434;2
interrupted;	82432;2
interspersed;	82432;2
intervals;	7801357;2
interviewed;	2300502;2
interviewer;	2300502;2
interviews;	2300502;2
intestines;	82432;2
into;	82432;18
into;	1905157;14
into;	710065;12
into;	10996774;10
into;	203434;8
into;	13286072;6
into;	13879359;4
into;	3558046;4
into;	2289;4
into;	7611264;4
into;	11025703;4
into;	7801357;2
into;	9536040;2
intracellular;	82432;6
introduction;	710065;2
introduction;	2289;2
invention;	1905157;2
invention;	7611264;2
inverse;	7003;4
invested;	2289;2
investigating;	82432;2
investigation;	1905157;4
inviting;	203434;2
involves;	82432;4
involving;	10996774;2
inxs;	13286072;2
iosif;	11025703;2
ipa;	82432;4
iraqi;	13879359;4
is;	7003;184
is;	1905157;74
is;	82432;72
is;	7611264;66
is;	850236;58
is;	203434;50
is;	10996774;48
is;	7801357;42
is;	13879359;22
is;	710065;16
is;	13286072;14
is;	2289;12
is;	3558046;8
is;	214427;6
is;	11025703;6
is;	2300502;4
is;	9536040;4
isbn;	1905157;28
isbn;	2300502;8
isbn;	203434;8
isbn;	710065;8
isbn;	13879359;4
isbn;	3558046;4
isbn;	7611264;4
isbn;	82432;2
isbt;	82432;4
islam;	203434;12
islamic;	203434;18
isnt;	850236;2
isolation;	82432;2
israel;	203434;2
italian;	1905157;10
italian;	2300502;2
italian;	214427;2
italian;	710065;2
italian;	11025703;2
items;	850236;2
items;	3558046;2
its;	13286072;30
its;	710065;16
its;	7003;14
its;	82432;12
its;	13879359;8
its;	10996774;6
its;	7801357;4
its;	850236;4
its;	9536040;4
its;	203434;4
its;	1905157;4
its;	2300502;2
its;	2289;2
its;	11025703;2
j;	82432;22
j;	850236;8
j;	13286072;6
j;	9536040;4
j;	7003;4
j;	13879359;2
j;	710065;2
j;	7611264;2
jacobs;	203434;2
jacques;	13286072;2
jacques;	3558046;2
jagdpanther;	710065;4
jagdpanzer;	710065;14
jagger;	2300502;2
james;	850236;6
james;	203434;6
james;	7611264;2
jane;	13286072;2
janeiro;	82432;4
january;	13286072;14
january;	2300502;8
january;	82432;4
january;	710065;2
jawbone;	2300502;2
jean;	3558046;18
jeffares;	3558046;2
jefferson;	203434;12
jerome;	1905157;2
jerusalem;	203434;4
jewels;	1905157;2
jewish;	203434;8
jewish;	2300502;2
jf;	82432;2
jh;	82432;2
jia;	203434;2
jim;	13286072;2
jimmy;	13286072;10
jimmy;	2300502;6
jimmy;	2289;2
jl;	10996774;4
jl;	82432;2
jobs;	1905157;2
joe;	13286072;8
joe;	9536040;4
joe;	2300502;2
johan;	2289;6
johannesburg;	82432;2
join;	13286072;4
join;	2300502;2
joint;	13286072;2
joop;	2289;2
jordi;	1905157;2
jozy;	2289;2
jp;	9536040;2
jr;	82432;6
jr;	9536040;2
judah;	203434;2
judith;	1905157;4
juice;	82432;2
july;	1905157;16
july;	13286072;8
july;	2289;6
july;	2300502;4
july;	3558046;4
july;	9536040;2
july;	850236;2
july;	710065;2
july;	82432;2
june;	203434;8
june;	1905157;4
june;	13286072;2
june;	2289;2
june;	82432;2
junk;	13286072;2
jurists;	203434;2
jusepe;	1905157;2
just;	7003;6
just;	7611264;4
just;	13286072;2
just;	2300502;2
just;	13879359;2
just;	203434;2
just;	710065;2
just;	1905157;2
juvenile;	2300502;2
juxtaglomerular;	10996774;2
kahn;	1905157;2
kalman;	7611264;2
kamil;	203434;4
kanonenjagdpanzer;	710065;2
katie;	13286072;2
kayserispor;	2289;2
kc;	7611264;2
keeps;	850236;2
kees;	2289;4
ken;	2300502;2
kent;	13286072;6
kept;	203434;4
kept;	850236;2
kept;	1905157;2
kept;	7611264;2
kept;	82432;2
kfc;	2289;6
kharkiv;	2289;2
khe;	13286072;2
kick;	2289;2
kidney;	10996774;4
kidney;	82432;4
kilian;	7611264;2
kill;	203434;2
kill;	82432;2
kind;	13879359;2
kind;	82432;2
kindersley;	13879359;2
kindersley;	1905157;2
kinetoplastida;	82432;2
kings;	203434;4
kings;	13286072;2
kings;	2300502;2
kington;	1905157;2
kirchhoff;	82432;2
kissing;	82432;2
kitchen;	3558046;6
kitchen;	2300502;4
kitson;	1905157;2
klaas;	2289;4
km;	10996774;2
knights;	1905157;12
knit;	2300502;2
knopf;	3558046;2
knowledge;	7611264;2
knows;	82432;2
koerner;	2300502;2
kolchin;	203434;4
kongs;	7801357;2
koning;	2289;2
koog;	2289;2
korea;	214427;2
korean;	214427;2
korners;	2300502;18
kosher;	203434;2
kotz;	7003;2
kowrishankar;	194203;2
kraay;	2289;2
kristen;	2289;2
kroll;	7801357;2
krylya;	2289;2
ktesibioss;	7611264;2
kuhn;	82432;4
kuhn;	10996774;2
kurtosis;	7003;2
l;	82432;6
l;	7003;4
l;	10996774;2
l;	214427;2
l;	1905157;2
l;	3558046;2
l;	11025703;2
label;	13286072;4
label;	2300502;2
labs;	7611264;2
labs;	82432;2
lachrimae;	1905157;4
lacked;	710065;2
lacked;	1905157;2
lacklustre;	13286072;2
lacks;	10996774;2
lactone;	82432;4
lady;	203434;2
lady;	1905157;2
lag;	7611264;2
landings;	214427;2
lane;	1905157;2
lang;	82432;4
langdons;	1905157;2
laplace;	7611264;8
laplace;	7003;2
lapuccis;	1905157;2
lara;	82432;2
largely;	214427;4
largely;	10996774;2
largely;	13879359;2
largest;	13286072;2
largest;	710065;2
larisa;	2289;2
last;	13286072;18
last;	1905157;12
last;	710065;6
last;	13879359;4
last;	2289;4
last;	82432;4
last;	7611264;4
last;	2300502;2
last;	850236;2
last;	203434;2
last;	3558046;2
last;	11025703;2
late;	2300502;8
late;	13286072;6
late;	1905157;6
late;	11025703;4
late;	9536040;2
late;	214427;2
late;	710065;2
late;	203434;2
late;	2289;2
later;	13286072;20
later;	1905157;20
later;	82432;18
later;	710065;14
later;	214427;6
later;	203434;6
later;	3558046;4
later;	7801357;2
later;	2300502;2
later;	13879359;2
later;	2289;2
later;	7611264;2
later;	11025703;2
latin;	82432;20
latin;	10996774;2
latin;	850236;2
latm;	7801357;2
latns;	7801357;2
latrun;	710065;2
latrun;	11025703;2
lats;	7801357;2
latter;	10996774;2
latter;	13286072;2
latter;	203434;2
latter;	7611264;2
latter;	11025703;2
lau;	7801357;2
launched;	9536040;2
launched;	13286072;2
launcher;	710065;2
laurens;	203434;4
law;	203434;14
law;	7003;2
law;	82432;2
layers;	10996774;2
layout;	7801357;2
lazarus;	1905157;10
lead;	1905157;8
lead;	2289;2
lead;	7611264;2
lead;	82432;2
leading;	82432;6
leading;	1905157;4
leading;	710065;2
leaf;	1905157;2
leaflets;	850236;2
leap;	82432;2
learn;	1905157;2
learning;	7611264;2
leaving;	82432;2
lebedevs;	850236;2
lebesgue;	7003;6
lecture;	10996774;2
lecturer;	82432;2
lee;	203434;2
leg;	2289;2
legally;	203434;6
lem;	2289;2
length;	1905157;4
length;	3558046;4
leonardo;	1905157;4
les;	13286072;6
les;	203434;2
lesion;	1905157;2
lesley;	2289;2
lesser;	203434;2
lethal;	710065;2
letter;	1905157;4
letter;	203434;2
letter;	3558046;2
level;	7801357;12
level;	10996774;4
level;	1905157;2
level;	3558046;2
level;	7611264;2
leviticus;	203434;2
levski;	2289;2
lf;	82432;2
lh;	82432;2
liberec;	2289;2
lichtenstein;	1905157;2
lie;	7801357;2
lieb;	203434;2
life;	82432;34
life;	1905157;28
life;	3558046;10
life;	13286072;6
life;	203434;6
life;	2300502;2
light;	850236;58
light;	710065;20
light;	13879359;14
light;	214427;12
light;	1905157;12
light;	11025703;8
light;	13286072;4
light;	3558046;4
lighting;	1905157;2
lightweight;	850236;2
lii;	1905157;2
likelihood;	7003;28
likelihood;	710065;2
likely;	1905157;4
likely;	82432;4
likely;	10996774;2
likely;	13879359;2
limerick;	2289;2
limitation;	7611264;2
limited;	710065;8
limited;	7801357;4
limited;	7611264;4
limited;	82432;4
limited;	1905157;2
limited;	11025703;2
line;	710065;4
line;	7801357;2
line;	7003;2
line;	2300502;2
line;	214427;2
line;	203434;2
line;	11025703;2
linebacker;	214427;2
linking;	7801357;2
lion;	82432;2
lira;	82432;2
list;	7801357;10
list;	2289;4
list;	13286072;2
list;	214427;2
list;	3558046;2
list;	11025703;2
listing;	13286072;2
listing;	1905157;2
litex;	2289;2
little;	13286072;16
little;	1905157;6
little;	710065;2
little;	203434;2
little;	3558046;2
little;	82432;2
live;	13286072;20
live;	2300502;4
live;	1905157;4
live;	82432;4
lived;	1905157;10
lived;	82432;4
lived;	13286072;2
lived;	3558046;2
liver;	82432;2
liverpool;	2289;4
liverpool;	13286072;2
livesy;	710065;2
lizard;	1905157;4
lj;	10996774;2
lloyd;	13286072;2
load;	7801357;2
loading;	7801357;2
loanword;	203434;2
lobby;	7801357;2
located;	2289;4
located;	10996774;2
located;	13879359;2
locations;	7801357;2
loeb;	850236;2
log;	7003;6
lokeren;	2289;2
london;	2300502;14
london;	1905157;8
london;	710065;4
london;	13879359;2
london;	203434;2
london;	82432;2
long;	710065;10
long;	1905157;8
long;	13286072;6
long;	203434;6
long;	214427;4
long;	7801357;2
long;	10996774;2
long;	2300502;2
long;	13879359;2
longd;	7801357;2
longest;	82432;2
longew;	7801357;2
loo;	3558046;2
looked;	1905157;2
looked;	3558046;2
loop;	7611264;10
loose;	2300502;2
lorentz;	7003;2
lorentzian;	7003;4
lorries;	214427;2
losing;	2289;14
losing;	710065;2
lost;	2289;10
lost;	1905157;4
lost;	13286072;2
lost;	2300502;2
lost;	11025703;2
lotta;	2300502;2
louis;	2289;8
louis;	3558046;6
louis;	7003;2
louis;	13286072;2
louis;	82432;2
lounge;	7801357;2
love;	13286072;16
love;	1905157;8
love;	203434;4
love;	2300502;2
love;	82432;2
loved;	82432;2
low;	850236;6
low;	10996774;4
low;	710065;4
low;	82432;4
low;	214427;2
low;	1905157;2
low;	3558046;2
low;	11025703;2
lowest;	7801357;2
lp;	82432;2
ltd;	7801357;2
ltd;	710065;2
luc;	3558046;2
lucia;	1905157;2
lucian;	3558046;4
ludwig;	2289;4
luigi;	1905157;10
luna;	10996774;2
lung;	2300502;4
lung;	10996774;2
lute;	1905157;6
luxembourg;	2300502;2
lv;	82432;2
lyapunov;	7611264;2
lymph;	10996774;2
lyrical;	13286072;2
lyrics;	13286072;2
ma;	82432;4
ma;	203434;2
machines;	7611264;2
madonna;	1905157;22
magazine;	1905157;4
magazine;	9536040;2
magazine;	13286072;2
magdalene;	1905157;12
maidenminiature;	203434;2
maids;	3558046;4
maids;	203434;2
maimonides;	203434;6
mainly;	10996774;4
mainly;	13286072;2
mainly;	850236;2
mainly;	710065;2
mainly;	7611264;2
maintained;	1905157;2
maintains;	203434;2
maintains;	2289;2
make;	710065;4
make;	7611264;4
make;	7801357;2
make;	13286072;2
make;	13879359;2
make;	1905157;2
makeshift;	11025703;2
mal;	82432;6
mammals;	82432;4
mammals;	10996774;2
man;	203434;28
man;	1905157;10
man;	82432;4
man;	7801357;2
man;	13286072;2
man;	214427;2
managing;	9536040;2
managing;	82432;2
manchu;	203434;2
mancinis;	1905157;2
mandate;	13879359;2
mandated;	82432;2
manders;	1905157;2
mandolin;	2300502;2
manets;	3558046;2
manfredi;	1905157;2
manhattan;	9536040;2
manloze;	7801357;2
mannerism;	1905157;4
mantero;	10996774;2
mantua;	1905157;6
manual;	7611264;2
map;	7801357;2
maqooqas;	203434;4
marchesa;	1905157;2
marchese;	1905157;2
marcondes;	82432;2
marders;	710065;2
mardia;	7003;2
margin;	7611264;2
marginals;	7003;2
maria;	1905157;10
maria;	203434;8
marini;	1905157;2
mariniello;	10996774;2
mario;	1905157;14
marital;	203434;2
marked;	2289;2
marker;	82432;2
market;	13286072;2
marksman;	214427;2
marmoset;	82432;2
marquee;	2300502;2
marriage;	203434;26
marriage;	3558046;4
marriage;	82432;4
marriage;	1905157;2
married;	203434;8
married;	82432;6
married;	1905157;4
married;	13286072;2
married;	2300502;2
marrow;	82432;4
martino;	82432;2
marys;	1905157;2
maryvelma;	1905157;2
marzio;	1905157;6
mass;	214427;4
mass;	9536040;2
mass;	7801357;2
masses;	203434;2
master;	1905157;6
master;	13879359;4
master;	203434;4
master;	3558046;4
master;	82432;4
master;	13286072;2
masterpiece;	1905157;2
matchbook;	13286072;2
matchesaz;	2289;2
materials;	850236;2
mathematical;	7611264;14
mathematical;	7003;2
mathematical;	850236;2
mathematics;	7003;2
mathematics;	7611264;2
mathworld;	7003;2
matilda;	710065;2
matisse;	3558046;4
matrimonially;	203434;2
mattei;	1905157;2
matthew;	1905157;44
maurizio;	1905157;4
maximum;	7003;22
maximum;	7801357;4
maximum;	203434;2
maximum;	710065;2
maxwell;	850236;4
maxwell;	7611264;4
mayall;	2300502;4
maybe;	1905157;2
mccullagh;	7003;2
mckerrow;	82432;2
mcrae;	82432;2
me;	13286072;2
me;	2300502;2
me;	82432;2
means;	7003;6
means;	850236;6
means;	7801357;2
means;	203434;2
measure;	203434;4
measure;	7611264;2
measured;	850236;2
measurement;	850236;6
mechanically;	710065;2
mechanisms;	7003;2
mechanisms;	82432;2
mechanized;	13879359;2
mechanized;	214427;2
mechanized;	710065;2
mechatronics;	7611264;2
med;	82432;14
media;	9536040;26
media;	82432;4
media;	2300502;2
media;	2289;2
median;	7003;14
medications;	82432;2
medicina;	82432;2
medicine;	82432;18
medlineplus;	82432;2
medula;	82432;2
medulla;	10996774;20
meek;	1905157;2
meetings;	3558046;2
megan;	13286072;4
mel;	2300502;4
melody;	13286072;2
melville;	2300502;4
member;	13286072;10
member;	1905157;2
member;	3558046;2
membership;	13286072;2
membranes;	82432;2
memoirs;	13879359;2
men;	203434;16
men;	13286072;2
men;	710065;2
men;	1905157;2
men;	2289;2
mendoza;	82432;2
mention;	7611264;2
merchandising;	9536040;2
mercy;	1905157;6
merged;	2289;2
merger;	2289;4
meshid;	82432;2
meshname;	10996774;2
meshnumber;	10996774;2
mesoderm;	10996774;2
messiah;	1905157;2
messina;	1905157;6
messinesi;	1905157;2
met;	13286072;2
met;	2300502;2
met;	1905157;2
met;	82432;2
metgod;	2289;2
methods;	7611264;8
methods;	7003;2
metropolitan;	1905157;8
metropolitan;	3558046;6
mexicana;	82432;2
mg;	82432;2
mgf;	7003;2
mice;	82432;8
michelangelo;	1905157;20
michigan;	7611264;2
mick;	2300502;2
mickie;	2300502;2
micro;	850236;2
microbiol;	82432;6
microsystems;	7801357;2
mid;	13286072;6
mid;	2300502;2
mid;	710065;2
mid;	203434;2
mid;	2289;2
midlands;	2300502;2
midnight;	13286072;6
midrash;	203434;2
migration;	82432;2
mike;	2300502;4
milanese;	1905157;4
mild;	82432;6
miles;	710065;2
milestone;	82432;2
militias;	13879359;2
mill;	850236;18
millennium;	82432;2
million;	7801357;6
million;	13286072;4
million;	9536040;2
million;	82432;2
mimo;	7611264;2
mind;	13286072;2
mind;	11025703;2
minerva;	13879359;2
miniature;	203434;2
minimum;	2289;2
minnesota;	82432;4
minniti;	1905157;12
minute;	7801357;2
minute;	850236;2
minute;	2289;2
miscegenation;	203434;2
mislabeled;	1905157;2
misses;	2289;2
missile;	710065;12
missile;	11025703;4
mister;	2300502;2
mistress;	203434;6
mistresses;	203434;2
mitteilung;	82432;2
mk;	710065;2
mkv;	214427;2
mm;	710065;44
mm;	11025703;12
mm;	214427;8
mobile;	710065;12
mobile;	13879359;6
mobile;	214427;4
mobile;	11025703;2
mocking;	1905157;2
mod;	7003;2
modeled;	1905157;2
modelled;	1905157;2
models;	1905157;14
models;	82432;2
models;	7611264;2
moderni;	1905157;4
modes;	82432;2
modest;	3558046;2
modification;	11025703;2
mold;	710065;2
molecule;	10996774;6
molecule;	850236;2
molecule;	82432;2
moment;	7003;14
moment;	1905157;8
momentum;	850236;4
money;	2300502;2
monitoring;	82432;2
monkeys;	82432;4
monster;	710065;2
montes;	1905157;2
month;	13286072;4
month;	1905157;2
month;	82432;2
monticello;	203434;4
morbida;	82432;2
moretti;	82432;2
morfolojia;	82432;2
morgan;	9536040;2
morphology;	82432;2
morris;	214427;4
morris;	13879359;2
mortis;	1905157;2
moss;	13286072;32
mostly;	2300502;4
mostly;	82432;2
mothers;	203434;4
motile;	82432;2
motion;	850236;4
motive;	850236;4
mounted;	214427;20
mounted;	710065;18
mounted;	11025703;6
mounted;	850236;2
mounted;	13879359;2
mountings;	214427;2
mounts;	214427;2
movements;	82432;4
movements;	7801357;2
moves;	850236;2
moving;	850236;4
moving;	9536040;2
moving;	10996774;2
moving;	214427;2
ms;	82432;2
mucous;	82432;2
mud;	82432;2
muhammad;	203434;14
multidimensional;	7003;2
multiple;	203434;4
multiple;	7003;2
multiple;	214427;2
multiple;	3558046;2
multiply;	82432;2
mundane;	13286072;2
munich;	2289;2
munster;	11025703;2
murdered;	1905157;2
murdoch;	9536040;2
murray;	13286072;2
murray;	13879359;2
museum;	1905157;12
museum;	3558046;8
museum;	82432;2
mushroom;	13286072;4
musical;	13286072;2
musical;	2300502;2
musicians;	2300502;8
musicians;	1905157;8
musicians;	13286072;2
muslims;	203434;2
muster;	13286072;2
my;	13286072;4
my;	2300502;4
my;	82432;2
myocarditis;	82432;2
myocardium;	82432;2
mysterious;	1905157;4
n;	7003;16
n;	82432;10
n;	10996774;4
n;	13286072;2
nac;	2289;2
nadler;	10996774;2
nahmanides;	203434;2
namely;	7611264;2
names;	82432;4
names;	2300502;2
names;	3558046;2
nanometers;	850236;2
nanoscale;	850236;2
natarajan;	10996774;2
nate;	850236;4
national;	9536040;10
national;	13286072;4
national;	1905157;4
national;	2289;4
national;	13879359;2
national;	3558046;2
nationality;	1905157;2
nations;	214427;2
nations;	1905157;2
nations;	82432;2
nativity;	1905157;4
naturalism;	1905157;10
naval;	13879359;4
navy;	13879359;2
nazi;	11025703;4
nazi;	710065;2
near;	82432;10
near;	1905157;6
near;	2289;4
near;	13879359;2
near;	850236;2
near;	3558046;2
nearest;	2289;2
necessarily;	7003;4
need;	710065;6
need;	203434;4
need;	7611264;4
needing;	850236;2
neethling;	82432;6
negl;	82432;2
negotiations;	13879359;2
neil;	3558046;2
nella;	1905157;2
neon;	7801357;2
nerve;	10996774;4
nervous;	82432;12
nervous;	10996774;2
nery;	82432;2
netherlands;	2289;2
neto;	82432;8
network;	82432;6
network;	7801357;2
neuf;	3558046;2
neuroendocrine;	10996774;10
neuronal;	10996774;6
neurons;	82432;2
never;	1905157;10
never;	13286072;4
never;	82432;4
nevertheless;	3558046;2
new;	1905157;26
new;	82432;22
new;	13286072;12
new;	2300502;12
new;	2289;10
new;	9536040;10
new;	203434;10
new;	3558046;6
new;	7611264;6
new;	710065;6
new;	7801357;4
new;	13879359;2
new;	11025703;2
newcastle;	13286072;2
newcastle;	2289;2
newspapers;	9536040;2
newtons;	7003;2
newtons;	850236;2
nichols;	850236;4
nicknamed;	710065;2
nicky;	2300502;2
night;	13286072;8
night;	2300502;4
night;	82432;4
night;	1905157;2
nikkah;	203434;4
nimbus;	1905157;2
nine;	13286072;4
nine;	1905157;4
nine;	82432;4
nine;	9536040;2
nine;	3558046;2
nineteenth;	3558046;2
nitro;	13286072;4
nitro;	82432;2
nj;	13879359;2
nl;	2289;4
nn;	82432;2
nnn;	82432;2
nobel;	82432;2
noble;	1905157;2
noblet;	82432;2
noel;	13286072;2
nola;	203434;2
none;	203434;2
none;	11025703;2
nonendemic;	82432;2
nonetheless;	13286072;2
nonexcitable;	10996774;2
nonlinear;	7611264;6
noradrenaline;	10996774;4
norepinephrine;	10996774;4
norinco;	710065;2
normally;	710065;2
normandy;	214427;2
northern;	82432;2
northwards;	1905157;2
norwegian;	710065;2
nota;	1905157;2
note;	7003;6
note;	850236;2
noted;	82432;6
noted;	13879359;4
noted;	3558046;2
notice;	1905157;6
notice;	3558046;2
noticeably;	850236;2
noticed;	850236;2
notions;	1905157;4
notorious;	13286072;2
notorious;	1905157;2
noun;	13879359;4
nova;	82432;2
novel;	7611264;2
november;	82432;14
november;	3558046;8
november;	9536040;6
november;	13286072;6
november;	2300502;2
now;	13286072;10
now;	1905157;6
now;	82432;6
now;	7003;4
now;	3558046;4
now;	7801357;2
now;	2300502;2
now;	13879359;2
now;	850236;2
now;	2289;2
now;	7611264;2
now;	710065;2
now;	203434;2
now;	11025703;2
nowadays;	214427;2
nuclear;	7003;2
numbered;	710065;2
numbers;	7003;2
numbers;	710065;2
numerical;	7003;2
numerous;	13879359;2
numerous;	214427;2
nygaard;	2289;2
objected;	203434;2
objectives;	710065;2
obliged;	2289;2
observation;	1905157;6
observation;	7003;2
observed;	850236;4
observed;	1905157;2
observer;	850236;2
obsessed;	1905157;4
obstacles;	13879359;2
obtained;	7003;4
obtained;	82432;4
occasions;	1905157;2
occupants;	13879359;2
occur;	82432;4
occur;	10996774;2
occur;	850236;2
occurring;	82432;2
october;	13286072;8
october;	1905157;4
october;	9536040;2
october;	2300502;2
october;	13879359;2
october;	203434;2
october;	3558046;2
october;	2289;2
october;	82432;2
offer;	13286072;2
offer;	203434;2
offering;	7801357;2
offering;	203434;2
office;	7801357;22
office;	13286072;2
officer;	1905157;2
officer;	82432;2
officer;	11025703;2
officially;	203434;2
officially;	710065;2
officially;	2289;2
officials;	13879359;2
offspring;	203434;2
often;	13286072;16
often;	7611264;14
often;	203434;10
often;	13879359;8
often;	7003;4
often;	850236;4
often;	2300502;2
often;	214427;2
often;	82432;2
oftrypanosoma;	82432;2
oil;	13286072;6
oil;	1905157;6
oil;	3558046;4
oil;	203434;2
oil;	82432;2
oklahoma;	203434;2
oklahoma;	82432;2
older;	13286072;2
older;	214427;2
older;	1905157;2
olympiacos;	2289;2
omim;	82432;2
omnia;	1905157;6
one;	13286072;30
one;	1905157;22
one;	7003;20
one;	710065;16
one;	203434;14
one;	2300502;12
one;	3558046;10
one;	850236;8
one;	82432;8
one;	10996774;4
one;	7801357;2
one;	13879359;2
one;	2289;2
one;	7611264;2
one;	214427;2
onlookers;	1905157;2
only;	1905157;14
only;	13286072;10
only;	203434;10
only;	710065;10
only;	2289;10
only;	7801357;8
only;	7003;6
only;	850236;6
only;	82432;6
only;	11025703;6
only;	13879359;4
only;	214427;4
only;	2300502;2
only;	3558046;2
onorio;	1905157;2
onto;	214427;2
onto;	710065;2
onto;	1905157;2
onwards;	7611264;2
open;	7611264;12
open;	710065;10
open;	82432;4
opening;	13286072;2
operate;	710065;2
operational;	710065;4
operations;	710065;4
operations;	9536040;2
opinion;	203434;2
opinion;	1905157;2
opitz;	13286072;4
